director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
darren aronofsky,anthony hopkins,emma watson,logan lerman,action adventure drama,noah ,anthony hopkins emma watson logan lerman darren aronofsky action adventure drama
steven spielberg,toby jones,mackenzie crook,tony curran,action adventure family mystery,the adventures of tintin ,toby jones mackenzie crook tony curran steven spielberg action adventure family mystery
alfonso cuarón,daniel radcliffe,gary oldman,rupert grint,adventure family fantasy mystery,harry potter and the prisoner of azkaban ,daniel radcliffe gary oldman rupert grint alfonso cuarón adventure family fantasy mystery
baz luhrmann,essie davis,bryan brown,eddie baroo,adventure drama romance war,australia ,essie davis bryan brown eddie baroo baz luhrmann adventure drama romance war
m. night shyamalan,will smith,zoë kravitz,glenn morshower,action adventure sci-fi,after earth ,will smith zoë kravitz glenn morshower m. night shyamalan action adventure sci-fi
eric leighton,alfre woodard,d.b. sweeney,della reese,adventure animation family thriller,dinosaur ,alfre woodard d.b. sweeney della reese eric leighton adventure animation family thriller
matt birch,rupert grint,dave legeno,ralph ineson,action fantasy,harry potter and the deathly hallows: part ii ,rupert grint dave legeno ralph ineson matt birch action fantasy
shawn levy,robin williams,rami malek,steve coogan,adventure comedy family fantasy,night at the museum: secret of the tomb ,robin williams rami malek steve coogan shawn levy adventure comedy family fantasy
tom mcgrath,j.k. simmons,brad pitt,will ferrell,action animation comedy family sci-fi,megamind ,j.k. simmons brad pitt will ferrell tom mcgrath action animation comedy family sci-fi
chris columbus,daniel radcliffe,fiona shaw,verne troyer,adventure family fantasy,harry potter and the sorcerer's stone ,daniel radcliffe fiona shaw verne troyer chris columbus adventure family fantasy
robert schwentke,ryan reynolds,jeff bridges,stephanie szostak,action comedy fantasy,r.i.p.d. ,ryan reynolds jeff bridges stephanie szostak robert schwentke action comedy fantasy
hideaki anno,mark chinnery,shin'ya tsukamoto,atsuko maeda,action adventure drama horror sci-fi,godzilla resurgence ,mark chinnery shin'ya tsukamoto atsuko maeda hideaki anno action adventure drama horror sci-fi
gore verbinski,johnny depp,orlando bloom,jack davenport,action adventure fantasy,pirates of the caribbean: the curse of the black pearl ,johnny depp orlando bloom jack davenport gore verbinski action adventure fantasy
matt birch,rupert grint,toby jones,alfred enoch,fantasy,harry potter and the deathly hallows: part i ,rupert grint toby jones alfred enoch matt birch fantasy
francis lawrence,jennifer lawrence,philip seymour hoffman,josh hutcherson,adventure sci-fi thriller,the hunger games: mockingjay - part 1 ,jennifer lawrence philip seymour hoffman josh hutcherson francis lawrence adventure sci-fi thriller
ron howard,tom hanks,seth gabel,jürgen prochnow,mystery thriller,the da vinci code ,tom hanks seth gabel jürgen prochnow ron howard mystery thriller
carlos saldanha,miguel ferrer,rachel crow,jeffrey garcia,adventure animation comedy family musical,rio 2 ,miguel ferrer rachel crow jeffrey garcia carlos saldanha adventure animation comedy family musical
bryan singer,hugh jackman,bruce davison,aaron stanford,action adventure fantasy sci-fi thriller,x-men 2 ,hugh jackman bruce davison aaron stanford bryan singer action adventure fantasy sci-fi thriller
justin lin,paul walker,vin diesel,dwayne johnson,action crime thriller,fast five ,paul walker vin diesel dwayne johnson justin lin action crime thriller
guy ritchie,robert downey jr.,eddie marsan,paul anderson,action adventure crime mystery thriller,sherlock holmes: a game of shadows ,robert downey jr. eddie marsan paul anderson guy ritchie action adventure crime mystery thriller
john mctiernan,tony curran,vladimir kulich,clive russell,action adventure history,the 13th warrior ,tony curran vladimir kulich clive russell john mctiernan action adventure history
tony gilroy,jeremy renner,scott glenn,stacy keach,action adventure thriller,the bourne legacy ,jeremy renner scott glenn stacy keach tony gilroy action adventure thriller
joel schumacher,michael gough,vivica a. fox,john glover,action,batman & robin ,michael gough vivica a. fox john glover joel schumacher action
ron howard,clint howard,t.j. thyne,molly shannon,comedy family fantasy,how the grinch stole christmas ,clint howard t.j. thyne molly shannon ron howard comedy family fantasy
roland emmerich,jake gyllenhaal,dennis quaid,sela ward,action adventure sci-fi thriller,the day after tomorrow ,jake gyllenhaal dennis quaid sela ward roland emmerich action adventure sci-fi thriller
john woo,tom cruise,dougray scott,richard roxburgh,action adventure thriller,mission: impossible ii ,tom cruise dougray scott richard roxburgh john woo action adventure thriller
wolfgang petersen,karen allen,mary elizabeth mastrantonio,bob gunton,action adventure drama thriller,the perfect storm ,karen allen mary elizabeth mastrantonio bob gunton wolfgang petersen action adventure drama thriller
tim story,chris evans,ioan gruffudd,andre braugher,action adventure sci-fi thriller,fantastic 4: rise of the silver surfer ,chris evans ioan gruffudd andre braugher tim story action adventure sci-fi thriller
ang lee,suraj sharma,rafe spall,tabu,adventure drama fantasy,life of pi ,suraj sharma rafe spall tabu ang lee adventure drama fantasy
mark steven johnson,nicolas cage,matt long,peter fonda,action fantasy thriller,ghost rider ,nicolas cage matt long peter fonda mark steven johnson action fantasy thriller
paul greengrass,matt damon,riz ahmed,ato essandoh,action thriller,jason bourne ,matt damon riz ahmed ato essandoh paul greengrass action thriller
mcg,demi moore,bernie mac,justin theroux,action adventure comedy crime,charlie's angels: full throttle ,demi moore bernie mac justin theroux mcg action adventure comedy crime
ridley scott,michael fassbender,charlize theron,sean harris,adventure mystery sci-fi,prometheus ,michael fassbender charlize theron sean harris ridley scott adventure mystery sci-fi
rob minkoff,nathan lane,brad garrett,melanie griffith,adventure animation comedy family fantasy,stuart little 2 ,nathan lane brad garrett melanie griffith rob minkoff adventure animation comedy family fantasy
neill blomkamp,matt damon,sharlto copley,alice braga,action drama sci-fi thriller,elysium ,matt damon sharlto copley alice braga neill blomkamp action drama sci-fi thriller
david twohy,vin diesel,alexa davalos,christina cox,action adventure sci-fi thriller,the chronicles of riddick ,vin diesel alexa davalos christina cox david twohy action adventure sci-fi thriller
lana wachowski,scott porter,kick gurry,nicholas elia,action family sport,speed racer ,scott porter kick gurry nicholas elia lana wachowski action family sport
james l. brooks,shelley conn,domenick lombardozzi,teyonah parris,comedy drama romance,how do you know ,shelley conn domenick lombardozzi teyonah parris james l. brooks comedy drama romance
james mangold,tom cruise,marc blucas,jordi mollà,action comedy romance,knight and day ,tom cruise marc blucas jordi mollà james mangold action comedy romance
joseph kosinski,morgan freeman,tom cruise,zoë bell,action adventure mystery sci-fi,oblivion ,morgan freeman tom cruise zoë bell joseph kosinski action adventure mystery sci-fi
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode iii - revenge of the sith ,natalie portman christopher lee hayden christensen george lucas action adventure fantasy sci-fi
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode ii - attack of the clones ,natalie portman christopher lee hayden christensen george lucas action adventure fantasy sci-fi
pete docter,steve buscemi,john ratzenberger,james coburn,adventure animation comedy family fantasy,"monsters, inc. ",steve buscemi john ratzenberger james coburn pete docter adventure animation comedy family fantasy
james mangold,hugh jackman,tao okamoto,rila fukushima,action adventure sci-fi thriller,the wolverine ,hugh jackman tao okamoto rila fukushima james mangold action adventure sci-fi thriller
george lucas,natalie portman,liam neeson,ian mcdiarmid,action adventure fantasy sci-fi,star wars: episode i - the phantom menace ,natalie portman liam neeson ian mcdiarmid george lucas action adventure fantasy sci-fi
kirk de micco,ryan reynolds,emma stone,nicolas cage,adventure animation comedy family fantasy,the croods ,ryan reynolds emma stone nicolas cage kirk de micco adventure animation comedy family fantasy
frédéric forestier,alain delon,santiago segura,vanessa hessler,adventure comedy family fantasy,asterix at the olympic games ,alain delon santiago segura vanessa hessler frédéric forestier adventure comedy family fantasy
john woo,nicolas cage,roger willie,noah emmerich,action drama war,windtalkers ,nicolas cage roger willie noah emmerich john woo action drama war
cedric nicolas-troyan,chris hemsworth,sam claflin,charlize theron,action adventure drama fantasy,the huntsman: winter's war ,chris hemsworth sam claflin charlize theron cedric nicolas-troyan action adventure drama fantasy
alfonso cuarón,phaldut sharma,basher savage,amy warren,adventure drama sci-fi thriller,gravity ,phaldut sharma basher savage amy warren alfonso cuarón adventure drama sci-fi thriller
roger donaldson,jamie renée smith,grant heslov,tzi ma,action adventure thriller,dante's peak ,jamie renée smith grant heslov tzi ma roger donaldson action adventure thriller
dave green,stephen amell,noel fisher,brad garrett,action adventure comedy sci-fi,teenage mutant ninja turtles: out of the shadows ,stephen amell noel fisher brad garrett dave green action adventure comedy sci-fi
shawn levy,robin williams,rami malek,steve coogan,action adventure comedy family fantasy,night at the museum ,robin williams rami malek steve coogan shawn levy action adventure comedy family fantasy
brad peyton,dwayne johnson,ioan gruffudd,archie panjabi,action adventure drama thriller,san andreas ,dwayne johnson ioan gruffudd archie panjabi brad peyton action adventure drama thriller
roger spottiswoode,vincent schiavelli,colin salmon,joe don baker,action adventure thriller,tomorrow never dies ,vincent schiavelli colin salmon joe don baker roger spottiswoode action adventure thriller
roland emmerich,heath ledger,adam baldwin,tom wilkinson,action drama history war,the patriot ,heath ledger adam baldwin tom wilkinson roland emmerich action drama history war
steven soderbergh,brad pitt,julia roberts,mini anden,crime thriller,ocean's twelve ,brad pitt julia roberts mini anden steven soderbergh crime thriller
